,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
1545,False,/13CqQIOwZ0dkAxgzL7W4VcJLDAg.jpg,"[10751, 16, 878]",13060,en,Lifted,"When an overconfident teen alien gets behind the controls of a spaceship, he must attempt to abduct a slumbering farmer under the watchful eye of a critical instructor. But abducting humans requires precision and a gentle touch, and within a few missteps it's painfully clear why more humans don't go missing every year.",14.32,/iwI3R8ZR3MQ5dnTx9tHSiS81i4W.jpg,2006-12-28,Lifted,False,7.5,642
1546,False,/vkIJ2QgcKMJRvi6pBW4Tr2kgLdy.jpg,"[53, 28, 80]",637534,fr,BAC Nord,"A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",47.476,/nLanxl7Xhfbd5s8FxPy8jWZw4rv.jpg,2021-08-18,The Stronghold,False,7.5,938
1547,False,/zAfG4ZmpNfKSyr8MVn1CHjgYYXx.jpg,"[18, 36, 80]",292011,en,Richard Jewell,"Richard Jewell thinks quick, works fast, and saves hundreds, perhaps thousands, of lives after a domestic terrorist plants several pipe bombs and they explode during a concert, only to be falsely suspected of the crime by sloppy FBI work and sensational media coverage.",17.801,/5Lgkm8jt4roAFPZQ52fKMhVmDaZ.jpg,2019-12-13,Richard Jewell,False,7.5,2058
1548,False,/jPzXKLq1GO4lC22FKiHrTr7W3p5.jpg,"[16, 14, 12]",41498,ja,ワンピース フィルム ストロングワールド,"20 years after his escape from Impel Down, the legendary pirate Shiki, the Golden Lion, reappears causing massive upheaval to the Marines. During his long seclusion, he was able to come up with a scheme to bring the World Government to his knees. On his way to execute the plan, Shiki crosses paths with the Straw Hat Pirates and becomes so impressed with Nami's knowledge of meteorology that he abducts her to forcedly enlist her into his crew. Luffy and the gang end up on a strange land populated with monstrous beasts as they desperately search for Shiki and Nami.",40.296,/z9S39hH4IOX9Hmtn3zho3Wdqem8.jpg,2009-12-12,One Piece: Strong World,False,7.5,288
1549,False,/yiglnLtYEH6UGY1qFy4zacixCXf.jpg,"[18, 37, 10749]",26596,en,Johnny Guitar,"On the outskirts of town, the hard-nosed Vienna owns a saloon frequented by the undesirables of the region, including Dancin' Kid and his gang. Another patron of Vienna's establishment is Johnny Guitar, a former gunslinger and her lover. When a heist is pulled in town that results in a man's death, Emma Small, Vienna's rival, rallies the townsfolk to take revenge on Vienna's saloon – even without proof of her wrongdoing.",10.373,/bap37yOCwcR9x4YDsNUaSo9nIp9.jpg,1954-05-26,Johnny Guitar,False,7.5,318
1550,False,/iPVNnwvi1xTcCUBXki5BYSBhyGs.jpg,"[18, 10749]",4584,en,Sense and Sensibility,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.",23.558,/cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg,1995-12-13,Sense and Sensibility,False,7.5,1398
1551,False,/40K8NpPgBqIDukExvG4yWPkYEvO.jpg,"[10751, 12, 18]",12837,en,The Secret Life of Bees,"Set in South Carolina in 1964, this is the tale of Lily Owens a 14 year-old girl who is haunted by the memory of her late mother. To escape her lonely life and troubled relationship with her father, Lily flees with Rosaleen, her caregiver and only friend, to a South Carolina town that holds the secret to her mother's past.",19.607,/m1LGEeoYfc6crbfG8WmTKg9SVqL.jpg,2008-09-17,The Secret Life of Bees,False,7.5,444
1552,False,/pGTXJcZQIgqzFZlWy6KxlamlTHK.jpg,"[18, 10749]",621013,en,Chemical Hearts,"When a hopelessly romantic high school senior falls for a mysterious new classmate, it sets them both on an unexpected journey that teaches them about love, loss, and most importantly themselves.",28.608,/q1MNlZYqhoD4U7sd7pjxD6SUf4z.jpg,2020-08-21,Chemical Hearts,False,7.5,996
1553,False,/5INPBiKVRsyp9kgHfsC0cTfvKFH.jpg,"[35, 18]",565310,en,The Farewell,A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.,14.022,/7ht2IMGynDSVQGvAXhAb83DLET8.jpg,2019-07-12,The Farewell,False,7.4,1167
1554,False,/6Zo212BjDdDMqRIqcaiWXn10hty.jpg,"[28, 36, 18]",37472,cn,葉問2,"Having defeated the best fighters of the Imperial Japanese army in occupied Shanghai, Ip Man and his family settle in post-war Hong Kong. Struggling to make a living, Master Ip opens a kung fu school to bring his celebrated art of Wing Chun to the troubled youth of Hong Kong. His growing reputation soon brings challenges from powerful enemies, including pre-eminent Hung Gar master, Hung Quan.",4.314,/yB5v6wRhIoZxlDvCFFCQhUNezDY.jpg,2010-04-29,Ip Man 2,False,7.4,1895
1555,False,/sdylVXKmMZb5nCRJiMUwfDzVDQJ.jpg,"[28, 53, 18]",5503,en,The Fugitive,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name.",28.208,/b3rEtLKyOnF89mcK75GXDXdmOEf.jpg,1993-08-06,The Fugitive,False,7.4,3521
1556,False,/cFGE7Bx9ur6nAuc5v4x9If99Ugy.jpg,"[80, 18]",226,en,Boys Don't Cry,A young transgender man explores his gender identity and searches for love in rural Nebraska.,22.424,/lPg3kFAedCIHLSE8YxTBb97wAMM.jpg,1999-09-02,Boys Don't Cry,False,7.4,1113
1557,False,/6RT8SBh6AzonbLYnqjkvG4ovaVX.jpg,"[16, 10751, 35]",449406,en,Vivo,A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,64.532,/eRLlrhbdYE7XN6VtcZKy6o2BsOw.jpg,2021-07-30,Vivo,False,7.4,591
1558,False,/kujUJjGGKNN2d7G5NcCnplZPfGd.jpg,"[28, 53, 18]",33273,es,Celda 211,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",44.976,/koap5B3bQHQi3yaZ39vpWR66TGP.jpg,2009-11-06,Cell 211,False,7.4,1050
1559,False,/dLhBHSv5v2wKuZQ3sumthfLplHU.jpg,"[80, 18, 28, 878]",364433,it,Lo chiamavano Jeeg Robot,"After accidentally coming into contact with radioactive waste, small-time crook Enzo Ceccotti gains superpowers. A misanthropic, introverted brute, he uses his new powers for personal gain until he meets Alessia, a mentally challenged girl who believes Enzo’s the hero from her favorite Japanese anime series, Steel Jeeg.",23.067,/zvJPbyWflWHbHMHSdue1n4N69tC.jpg,2016-02-25,They Call Me Jeeg,False,7.4,2326
1560,False,/r2GAjd4rNOHJh6i6Y0FntmYuPQW.jpg,"[12, 28, 53]",370172,en,No Time to Die,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",111.028,/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg,2021-09-29,No Time to Die,False,7.4,4761
1561,False,/emXQrUUD0dkyRDZBlsqKNN70GY3.jpg,"[18, 10749]",8356,en,An Affair to Remember,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?,15.787,/1GbacsSg7hBetRb8G0vQ2a8SN.jpg,1957-07-11,An Affair to Remember,False,7.4,373
1562,False,/2WuR3EaBj8X2WR4fvqa449tnNLn.jpg,"[16, 878, 53, 18, 28]",823,ja,人狼 JIN-ROH,"A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.",21.831,/iyLKFR339GCzTKUtrVO4hbeEhub.jpg,1999-11-17,Jin-Roh: The Wolf Brigade,False,7.4,365
1563,False,/em8XPC14V414dsHlf3TSLawHNBH.jpg,"[878, 28, 12]",624479,en,Superman II: The Richard Donner Cut,"Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth.",16.856,/3YBiNR15YyEnqN6zlc6GUCEa1Ia.jpg,2006-11-02,Superman II: The Richard Donner Cut,False,7.4,227
1564,False,/kgGPbt4NBoEhm1QxYS23XMYDyqr.jpg,[18],16619,en,Ordinary People,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",12.173,/kPt2AQiSP39g3I1TtAnjSGQwN9S.jpg,1980-09-19,Ordinary People,False,7.4,503
1565,False,/hEZ9pMseBzdCLvhtJBQArusM8xt.jpg,"[28, 18, 9648, 53]",2501,en,The Bourne Identity,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",35.18,/aP8swke3gmowbkfZ6lmNidu0y9p.jpg,2002-06-14,The Bourne Identity,False,7.4,8089
1566,False,/hsDyfAk2ml82IrpPC4AHvxvuTsn.jpg,"[18, 36, 10752]",8741,en,The Thin Red Line,"The story of a group of men, an Army Rifle company called C-for-Charlie, who change, suffer, and ultimately make essential discoveries about themselves during the fierce World War II battle of Guadalcanal. It follows their journey, from the surprise of an unopposed landing, through the bloody and exhausting battles that follow, to the ultimate departure of those who survived.",20.788,/tMmX3tOOZDNlHY2AvUnQPyVsxXn.jpg,1998-12-25,The Thin Red Line,False,7.4,2490
1567,False,/yDactKFWsgN6FMWW0kYU7AXhZA9.jpg,"[18, 10402]",1677,en,Ray,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered coupling gospel and country together.",17.966,/tSPC7sO2XYNL9QcMmK88tuUALL5.jpg,2004-10-29,Ray,False,7.4,1629
1568,False,/y6J8TOnSUscFeMgvWxc6xeEEXo7.jpg,"[16, 35, 10751, 10749]",673595,en,Maggie Simpson in Playdate with Destiny,"It seemed like just another day at the park for Maggie Simpson. But when Maggie faces playground peril, a heroic young baby whisks her from danger and steals her heart.",19.326,/k6fgOq7wPKujibXGWYlcIBgkcwQ.jpg,2020-02-29,Maggie Simpson in Playdate with Destiny,False,7.4,315
1569,False,/74wyAwiWTGLpJGQIPMKjYjvSyl4.jpg,"[18, 878, 16]",21832,ja,新世紀エヴァンゲリオン 劇場版 DEATH & REBIRTH シト新生,"Originally a collection of clips from the Neon Genesis Evangelion TV series, Death was created as a precursor to the re-worked ending of the series. Rebirth was intended as that re-worked ending, but after production overruns Rebirth became only the first half of the first part of The End of Evangelion, with some minor differences.",26.744,/lXBjqzo6c4NyLuJtqOiH39kswji.jpg,1997-03-15,Neon Genesis Evangelion: Death and Rebirth,False,7.4,323
1570,False,/3U69wpgw9sszytCBkGt1ijUW2K8.jpg,"[18, 10749]",407445,en,Breathe,"Based on the true story of Robin, a handsome, brilliant and adventurous man whose life takes a dramatic turn when polio leaves him paralyzed.",20.505,/wLu2N0QVfSpk10RJ17HLHyRUmww.jpg,2017-10-13,Breathe,False,7.4,651
1571,False,/ApB0mF2d5Oqioi3yxjuogiotSLI.jpg,"[14, 27]",985,en,Eraserhead,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",19.73,/fjq2xZvWWKZJtg8FGNHXdbVoAAf.jpg,1977-03-19,Eraserhead,False,7.4,1997
1572,False,/pR4VJyfqzos7KCOKAJsYLxWPMhq.jpg,"[10402, 36]",499631,it,Fabrizio De André: Principe libero,A biopic on the personal and artistic life of Italian songwriter Fabrizio De André.,4.97,/vPBLQRH0k05xiV6ciblrUBkRFbH.jpg,2018-01-23,Fabrizio De André: Principe libero,False,7.4,316
1573,False,/kb3RNnn4CMPRSaGbrX1ejc7lcRN.jpg,[18],265180,ru,Левиафан,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",11.143,/dwmHSBBiu2ow271zrQ33rPKZDSC.jpg,2014-09-24,Leviathan,False,7.4,713
1574,False,/aEpiew7x4CKpz5uZhfLGjaQ5Mkt.jpg,"[18, 10752]",227306,en,Unbroken,"A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.",27.523,/djETrCXW11Fb5hEl7vvc3bfs3oc.jpg,2014-12-25,Unbroken,False,7.4,3682
1575,False,/gUNRlH66yNDH3NQblYMIwgZXJ2u.jpg,"[14, 28, 12]",453395,en,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",435.502,/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,2022-05-04,Doctor Strange in the Multiverse of Madness,False,7.4,6383
1576,False,/7vt9tQv286pM0kDnVCVul9oyJNM.jpg,"[18, 35, 10770]",65218,en,Lemonade Mouth,"After five disparate high school students meet in detention, they realize they have more in common than they think and form a band that becomes a champion for students sidelined by the high school elite.",16.781,/nrGiOFh7wk2x726tiN8kQ6nhF5b.jpg,2011-12-06,Lemonade Mouth,False,7.4,944
1577,False,/xe43LKesFXjQgP4W1s2juf7Tb4t.jpg,[18],26638,it,Il deserto rosso,"Amid the modern wastelands and toxic factories of Italy, wife and mother Giuliana desperately tries to conceal her tenuous grip on reality from those around her, especially her successful yet neglectful husband, Ugo. Ugo's old pal, Corrado, shows up in town on a business trip and is more sensitive to Giuliana's anxieties. They begin an affair, but it does little to quell Giuliana's existential fears, and her mental state rapidly deteriorates.",14.129,/rGcTVdyhaGzMxPPRVApXre6F7SD.jpg,1964-09-04,Red Desert,False,7.4,357
1578,False,/rH5st8lYd2Jfhk3ixN4mluYDFH7.jpg,"[28, 35]",6916,it,...altrimenti ci arrabbiamo!,"After a tied 1st place in a local stunt race, two drivers start a contest to decide who of them will own the prize, a dune buggy. But when a mobster destroys the car, they are determined to get it back.",15.006,/nsnVnZDqlpe6CHENnapq19RGRzC.jpg,1974-03-29,"Watch Out, We're Mad",False,7.4,673
1579,False,/i9lR2jLV0dHVfVs1u6QqqbQAE9I.jpg,"[18, 9648, 53, 27]",1813,en,The Devil's Advocate,"Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm. With the stakes getting higher every case, Kevin quickly learns that his boss has something far more evil planned.",43.98,/5ZzBGpxy55OQzHxKVY11IpY6a0o.jpg,1997-10-17,The Devil's Advocate,False,7.4,4958
1580,False,/7OcRErUXXdAVAHg6y5cjn56ivtu.jpg,"[27, 9648, 53]",576845,en,Last Night in Soho,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",59.076,/9BzKsxBZNlqyGSpvPFqK9kTJSPV.jpg,2021-10-21,Last Night in Soho,False,7.4,2153
1581,False,/g3tMxzvnhok79IIHSZirvsjlSnC.jpg,"[18, 35, 10751]",451499,fr,L'École buissonnière,"Paris 1930. Paul has only ever had one and the same horizon: the high walls of the orphanage, an austere building in the Parisian working class suburbs. Entrusted to a joyful country woman, Célestine, and her husband, Borel, the rather stiff gamekeeper of a vast estate in Sologne, the city child, recalcitrant and stubborn, arrives in a mysterious and disturbing world, that of a sovereign and wild region. The huge forest, misty ponds, heaths, and fields all belong to the Count de la Fresnaye, an elderly taciturn man who lives alone in his manor.",8.574,/rBjy3aR5EvKVvbuwfiZyK3w7vvJ.jpg,2017-02-22,School of Life,False,7.4,245
1582,False,/w4NFynz8s2KGeW6TsRVcEr5Xyyu.jpg,"[18, 28, 35]",134350,ja,地獄でなぜ悪い,"In Japan, gonzo filmmakers hatch a three-pronged plan to save an actress's career, end a yakuza war and make a hit movie.",11.103,/uYUkYp4HShuCZpvhfPQxLbbYb76.jpg,2013-09-14,Why Don't You Play in Hell?,False,7.4,228
1583,False,/jL6QryTA0tm8s0CElVOoYTqK7bj.jpg,"[18, 12]",129670,en,Nebraska,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",11.164,/3WdcebeFY1ProN3MxKuaT78CK8w.jpg,2013-09-21,Nebraska,False,7.4,1512
1584,False,/A34inrFSAIQNatFGc8qP5kfwDmV.jpg,"[28, 12, 18, 14, 16]",118412,ja,ベルセルク 黄金時代篇II ドルドレイ攻略,"The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war.",17.932,/gzVQQaDazukAcmiFx6l9WLj1kwo.jpg,2012-06-23,Berserk: The Golden Age Arc II - The Battle for Doldrey,False,7.4,286
1585,False,/6c7j7MQCczzNVvcrNEiXbs8Kt2p.jpg,"[28, 18, 53]",9509,en,Man on Fire,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",39.664,/v8H6dPqXhHWW137ubxqD4HdHTib.jpg,2004-04-23,Man on Fire,False,7.4,4322
1586,False,/6BHQS2rofh2kQrktroBH4TGrtXY.jpg,[35],250219,it,Smetto quando voglio,"A university researcher is fired because of the cuts to university. To earn a living he decides to produce drugs recruiting his former colleagues, who despite their skills are living at the margins of society.",9.297,/8yCx5OSw3ckFhZP4guriUFxqrDB.jpg,2014-02-06,I Can Quit Whenever I Want,False,7.4,1663
1587,False,/u5JKxjMuKk0dVXqmS4e4gHo8pfg.jpg,"[878, 53]",206487,en,Predestination,"Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.",33.112,/sYjpJZEdwELjdHy4OVzazeJVT0z.jpg,2014-08-28,Predestination,False,7.4,5501
1588,False,/bYimqNnizPUCnL5HOdoCW02IGmH.jpg,"[18, 35, 10749]",74643,fr,The Artist,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",15.98,/khtVL4abxYczXAWbo1wAz13CLx3.jpg,2011-10-12,The Artist,False,7.4,2825
1589,False,/85z4NC6FzMQJBGlFqq8qQ2QByD4.jpg,"[9648, 16, 10751, 12, 35, 14]",20558,en,Scooby-Doo! in Where's My Mummy?,Scooby-Doo and the Mystery Inc. gang become involved in a supernatural mystery in Egypt.,32.153,/svtAzhRb4ueCLXZX8r3whHrE5x3.jpg,2005-12-13,Scooby-Doo! in Where's My Mummy?,False,7.4,320
1590,False,/7sRXwdOfjEZGzWkiZfQnmOTY2fl.jpg,"[80, 28, 53]",8333,en,The Taking of Pelham One Two Three,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",9.22,/vttiF68zmvcIxZYTS4p7vK0keJ1.jpg,1974-10-02,The Taking of Pelham One Two Three,False,7.4,364
1591,False,/1ZVsHrPyogvUMJEuuB9eCkHSwaR.jpg,"[10749, 27]",6114,en,Bram Stoker's Dracula,"When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Murray, the reincarnation of Dracula's long-dead wife Elisabeta, obsessed vampire hunter Dr. Van Helsing sets out to end the madness.",48.294,/scFDS0U5uYAjcVTyjNc7GmcZw1q.jpg,1992-11-13,Bram Stoker's Dracula,False,7.4,4251
1592,False,/s04Ds4xbJU7DzeGVyamccH4LoxF.jpg,"[18, 10749]",1360,en,Frida,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",23.816,/a4hgR6aKoohB6MHni171jbi9BkU.jpg,2002-08-29,Frida,False,7.4,1804
1593,False,/wdwcOBMkt3zmPQuEMxB3FUtMio2.jpg,"[12, 28, 878]",271110,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",127.111,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,2016-04-27,Captain America: Civil War,False,7.4,20477
1594,False,/4tOzDfIzeynN8WCy1kQ4kBHdgLp.jpg,[18],16858,en,All That Jazz,"Joe Gideon is at the top of the heap, one of the most successful directors and choreographers in musical theater. But he can feel his world slowly collapsing around him - his obsession with work has almost destroyed his personal life, and only his bottles of pills keep him going.",13.63,/culCEdj4srLljefgn4XKd6k3C5t.jpg,1979-12-16,All That Jazz,False,7.4,367
1595,False,/ue3CJYZVmghRYMDWbcoZW07Yk8c.jpg,"[18, 36, 12]",9549,en,The Right Stuff,"A chronicle of the original Mercury astronauts in the formation of America's space program: Alan Shepherd, the first American in space; Gus Grissom, the benighted astronaut for whom nothing works out as planned; John Glenn, the straight-arrow 'boy scout' of the bunch who was the first American to orbit the earth; and the remaining pilots: Deke Slayton, Scott Carpenter, Wally Schirra, and Gordon Cooper.",14.898,/btqTjNRxecYgQ1FGfVlLqSSNjz.jpg,1983-10-20,The Right Stuff,False,7.4,709
1596,False,/lanjolLsav0NxKPZDpPTmoZPYSv.jpg,"[878, 16, 28]",408647,en,Teen Titans: The Judas Contract,Tara Markov is a girl who has power over earth and stone; she is also more than she seems. Is the newest Teen Titan an ally or a threat? And what are the mercenary Deathstroke's plans for the Titans?,29.567,/4MumpGZmbTvHFzxyJ9MtSpqD4FH.jpg,2017-03-31,Teen Titans: The Judas Contract,False,7.4,574
1597,False,/eEbpcjFB82UltV5nEmRQ2Qc79rA.jpg,"[18, 10749]",8055,en,The Reader,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",27.578,/2VUptBhkXO3t3AH8NLXw1i35M1H.jpg,2008-01-02,The Reader,False,7.4,2550
1598,False,/8keveybC0TcHTwGdSXVw7pWRyqH.jpg,[18],634544,en,Uncle Frank,"In 1973, when Frank Bledsoe and his 18-year-old niece Beth take a road trip from Manhattan to Creekville, South Carolina for the family patriarch's funeral, they're unexpectedly joined by Frank's lover Walid.",11.328,/u3yozs3oGY0ubwf4cKQKOMWqNx3.jpg,2020-11-25,Uncle Frank,False,7.4,330
1599,False,/oRiUKwDpcqDdoLwPoA4FIRh3hqY.jpg,"[35, 18, 53]",466272,en,Once Upon a Time… in Hollywood,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",53.457,/8j58iEBw9pOXFD2L0nt0ZXeHviB.jpg,2019-07-24,Once Upon a Time… in Hollywood,False,7.4,11110
1600,False,/vVpEOvdxVBP2aV166j5Xlvb5Cdc.jpg,"[28, 53, 80]",458156,en,John Wick: Chapter 3 - Parabellum,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",121.376,/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,2019-05-15,John Wick: Chapter 3 - Parabellum,False,7.4,8347
1601,False,/b5iPSqX6sRtR4JVPeaY5ecq7BJN.jpg,"[16, 12, 14]",271706,zh,大鱼海棠,"Beyond the human realm, there is a magical race of beings who control the tides and the changing of the seasons. One of these beings, a young girl named Chun, seeks something more—she wants to experience the human world! At sixteen, she finally gets her chance and transforms into a dolphin in order to explore the world that has her fascinated. But she soon discovers that it's a dangerous place and nearly gets killed in a vortex. Luckily, her life is spared when a young boy sacrifices himself to save her. Moved by his kindness and courage, she uses magic to bring him back to life only to learn that this power comes at a serious price. On a new adventure, she’ll have to make her own sacrifices in order to protect his soul until it is ready to return to the human world.",27.678,/fRCdXh9MZutj1JJPZlUXMex6AuB.jpg,2016-07-08,Big Fish & Begonia,False,7.4,372
1602,False,/smAnf46gZL1jXuP9nZvkM3Uynav.jpg,"[10752, 28]",190859,en,American Sniper,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",73.009,/i1U46OwMc6vlm7OoSUKfqUH615e.jpg,2014-12-25,American Sniper,False,7.4,11473
1603,False,/oejOWx7dtW35LlaLYzm0sBVpSbw.jpg,[37],17529,en,True Grit,"The murder of her father sends a teenage tomboy on a mission of 'justice', which involves avenging her father's death. She recruits a tough old marshal, 'Rooster' Cogburn because he has 'true grit', and a reputation of getting the job done.",18.232,/lmexRC57l39elaIcnxhaHpcaIW2.jpg,1969-06-11,True Grit,False,7.4,625
1604,False,/e6Uc26qCoshwfQJcGhOnaZs9cxQ.jpg,[18],10400,en,The Hurricane,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",19.023,/eOzbt7KsqTC8gcjJMxcQnr89cxJ.jpg,1999-09-17,The Hurricane,False,7.4,1184
1605,False,/cSneRMf8QtzeIVx957EQMDprObW.jpg,"[27, 53]",9299,es,Tesis,"While doing a thesis about violence, Ángela finds a snuff video where a girl is tortured to death. Soon she discovers that the girl was a former student at her college...",12.263,/m9o1oQrCBgL3EnvCqBr7xQ2Haco.jpg,1996-04-11,Thesis,False,7.4,661
1606,False,/lZBG6PZDE79ERwhvZ2nmj7IiHTA.jpg,[18],519010,es,Dolor y gloria,"Salvador Mallo, a filmmaker in the twilight of his career, remembers his life: his mother, his lovers, the actors he worked with. The sixties in a small village in Valencia, the eighties in Madrid, the present, when he feels an immeasurable emptiness, facing his mortality, the incapability of continuing filming, the impossibility of separating creation from his own life. The need of narrating his past can be his salvation.",12.432,/cMlueArJXXwZbeLpb4NhC3pxmBk.jpg,2019-03-22,Pain and Glory,False,7.4,1560
1607,False,/sD0Wx35lKVmAAcCkwf80JFrttTF.jpg,"[16, 18, 14]",64847,ja,哀しみのベラドンナ,"An evil feudal lord rapes a village girl on her wedding night and proceeds to ruin her and her husband's lives. After she's eventually banished from her village, the girl makes a pact with the devil to gain magical ability and take revenge.",20.636,/lsgaGlGVIRXLj9xRqPQgzvlcffP.jpg,1973-06-30,Belladonna of Sadness,False,7.4,212
1608,False,/8LBt89PMdIeLsI5MdgacfgErDHy.jpg,[18],37181,fa,درباره الی‎‎,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,8.28,/ctLrMQrg3kss2JO7OIr7RVdN5an.jpg,2009-06-06,About Elly,False,7.4,394
1609,False,/lAaAtQ5b8iX9JeG6QUq4RM1paKD.jpg,[18],10435,en,Chaplin,"An aged Charlie Chaplin narrates his life to his autobiography's editor, including his rise to wealth and comedic fame from poverty, his turbulent personal life and his run-ins with the FBI.",18.018,/yEbD5ibsuZOZF522bb3RXtOYg35.jpg,1992-12-17,Chaplin,False,7.4,864
